Index,Team,Num of summer games,Summer gold medals,Summer silver medals,Bronze medals,Total summer medals,Num of winter games,Winter gold medals,Winter silver medals,Winter bronze medals,Total winter medals,Total number of Games,Total gold medals,Total silver medals,Total bronze medals,Total of all medals,CleanCountry,Avg_num_of_medals_per_game,Percent of gold medals,Percent of silver medals,Percent of bronze medals,Continent,Year,Rank,NOC,Gold years,Silver years,Bronze years,Total years,Yug_group,Participation_Status,Status
108.0,,20.0,2.0,2.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,8.0,12.0,,0.4285714285714285,16.666666666666664,16.666666666666664,66.66666666666666,North America,1996,71,,0.0,0.0,1.0,1.0,UNKNOWN,Participated,active
108.0,,20.0,2.0,2.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,8.0,12.0,,0.4285714285714285,16.666666666666664,16.666666666666664,66.66666666666666,North America,1992,54,,0.0,0.0,1.0,1.0,UNKNOWN,Participated,active
108.0,,20.0,2.0,2.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,8.0,12.0,,0.4285714285714285,16.666666666666664,16.666666666666664,66.66666666666666,North America,1984,30,,0.0,1.0,1.0,2.0,UNKNOWN,Participated,active
108.0,,20.0,2.0,2.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,8.0,12.0,,0.4285714285714285,16.666666666666664,16.666666666666664,66.66666666666666,North America,1976,37,,0.0,0.0,1.0,1.0,UNKNOWN,Participated,active
108.0,,20.0,2.0,2.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,8.0,12.0,,0.4285714285714285,16.666666666666664,16.666666666666664,66.66666666666666,North America,1948,35,,0.0,0.0,1.0,1.0,UNKNOWN,Participated,active
109.0,Qatar (QAT),11.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,5.0,9.0,Qatar,0.8181818181818182,22.22222222222222,22.22222222222222,55.55555555555556,Asia,2024,84,Qatar,0.0,0.0,1.0,1.0,UNKNOWN,Participated,active
109.0,,11.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,5.0,9.0,,0.8181818181818182,22.22222222222222,22.22222222222222,55.55555555555556,Asia,2020,41,,2.0,0.0,1.0,3.0,UNKNOWN,Participated,active
109.0,,11.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,5.0,9.0,,0.8181818181818182,22.22222222222222,22.22222222222222,55.55555555555556,Asia,2016,69,,0.0,1.0,0.0,1.0,UNKNOWN,Participated,active
109.0,,11.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,5.0,9.0,,0.8181818181818182,22.22222222222222,22.22222222222222,55.55555555555556,Asia,2012,65,,0.0,1.0,1.0,2.0,UNKNOWN,Participated,active
109.0,,11.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,5.0,9.0,,0.8181818181818182,22.22222222222222,22.22222222222222,55.55555555555556,Asia,2000,71,,0.0,0.0,1.0,1.0,UNKNOWN,Participated,active
109.0,,11.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,5.0,9.0,,0.8181818181818182,22.22222222222222,22.22222222222222,55.55555555555556,Asia,1992,54,,0.0,0.0,1.0,1.0,UNKNOWN,Participated,active
117.0,ROC (ROC)[ROC],1.0,20.0,28.0,23.0,71.0,1.0,5.0,12.0,15.0,32.0,2.0,25.0,40.0,38.0,103.0,ROC,51.5,24.271844660194176,38.83495145631068,36.89320388349515,Unknown,2020,5,ROC,20.0,28.0,23.0,71.0,UNKNOWN,Participated,special_delegation
